id,title,date,speaker,emphasis,tags
821,Inflation:  Progress and the Path Ahead,2023-08-25,Chair Jerome H. Powell,"{'inflation': 0.556, 'employment': 0.0, 'other': 0.444}","[ThemeTag(paragraph=""Good morning. At last year's Jackson Hole symposium, I delivered a brief, direct message. My remarks this year will be a bit longer, but the message is the same: It is the Fed's job to bring inflation down to our 2 percent goal, and we will do so."", theme='inflation'), ThemeTag(paragraph='On a 12-month basis, U.S. total, or ""headline,"" PCE (personal consumption expenditures) inflation peaked at 7 percent in June 2022 and declined to 3.3 percent as of July, following a trajectory roughly in line with global trends (figure 1, panel A).', theme='inflation'), ThemeTag(paragraph='On a 12-month basis, core PCE inflation peaked at 5.4 percent in February 2022 and declined gradually to 4.3 percent in July (figure 1, panel B).', theme='inflation'), ThemeTag(paragraph='Core goods inflation has fallen sharply, particularly for durable goods, as both tighter monetary policy and the slow unwinding of supply and demand dislocations are bringing it down.', theme='other'), ThemeTag(paragraph='In the highly interest-sensitive housing sector, the effects of monetary policy became apparent soon after liftoff. Mortgage rates doubled over the course of 2022, causing housing starts and sales to fall and house price growth to plummet.', theme='other'), ThemeTag(paragraph='This rebalancing has eased wage pressures. Wage growth across a range of measures continues to slow, albeit gradually (figure 6).', theme='inflation'), ThemeTag(paragraph='We will assess our progress based on the totality of the data and the evolving outlook and risks.', theme='other'), ThemeTag(paragraph='Two percent is and will remain our inflation target. We are committed to achieving and sustaining a stance of monetary policy that is sufficiently restrictive to bring inflation down to that level over time.', theme='inflation'), ThemeTag(paragraph='That assessment is further complicated by uncertainty about the duration of the lags with which monetary tightening affects economic activity and especially inflation.', theme='other')]"
136,Welcoming Remarks,2023-08-22,Governor Michelle W. Bowman,"{'inflation': 0.125, 'employment': 0.5, 'other': 0.375}","[ThemeTag(paragraph='In light of the insights we gained during those original listening sessions, we decided to expand the scope of Fed Listens to become an ongoing process of consultation with the public to better understand economic conditions from their point of view.', theme='other'), ThemeTag(paragraph='These conversations provide context for the economic and financial data that we monitor, and they help us look beneath the national-level data reporting to see how Americans in different areas of the country are faring.', theme='employment'), ThemeTag(paragraph=""It's not possible for America to achieve sustained economic prosperity unless young people are equipped with the benefit of an effective education system and have access to opportunity."", theme='other'), ThemeTag(paragraph='As our education system works to address the lasting impacts of student learning losses and the increased emergence of mental health issues, it is critical that we recognize the challenges many are facing as they prepare to enter the workforce.', theme='employment'), ThemeTag(paragraph='The pandemic was a very difficult period for young people and their parents, many of whom were forced to choose between continuing to work and caring for their children.', theme='other'), ThemeTag(paragraph='One positive development that is supporting the transition of young people into the labor force has been the tight labor market and the reversal of pandemic-period trends for young workers, who typically have limited work experience.', theme='employment'), ThemeTag(paragraph='Although this is great news for today\'s youth, young people still face significant longer‑term challenges. For example, the share of ""disconnected"" young adults, who are not participating in the workforce or continuing their education, has been rising over the past 20 years.', theme='employment'), ThemeTag(paragraph='Educating young people and preparing them with skills required to participate in the future workforce will have long-lasting, positive impacts on economic productivity. Rising productivity allows living standards to improve without contributing to inflation.', theme='inflation')]"
49,Welcoming Remarks,2023-08-07,Governor Michelle W. Bowman,"{'inflation': 0.667, 'employment': 0.111, 'other': 0.222}","[ThemeTag(paragraph=""In the latest of those decisions, on July 26 the Federal Open Market Committee (FOMC) raised the target range for the federal funds rate by 25 basis points and decided to continue reducing the Fed's securities holdings, both actions aimed at bringing down inflation."", theme='inflation'), ThemeTag(paragraph='As many of you know, since March of last year the FOMC has significantly increased the federal funds rate, which is our primary monetary policy tool. The goal is to raise interest rates throughout the economy to bring demand into better balance with supply and reduce upward pricing pressures.', theme='inflation'), ThemeTag(paragraph=""We have made progress in lowering inflation over the past year, but inflation is still significantly above the FOMC's two percent target, and the labor market continues to be tight, with job openings still far exceeding the number of available workers."", theme='inflation'), ThemeTag(paragraph=""Given these developments, I supported raising the federal funds rate at our July meeting, and I expect that additional increases will likely be needed to lower inflation to the FOMC's goal."", theme='inflation'), ThemeTag(paragraph='I know that high inflation has been a hardship, especially for lower- and middle-income families, who spend the majority of their income on necessities. Returning inflation to two percent will help American families focus on important decisions other than inflation.', theme='inflation'), ThemeTag(paragraph='Over the past few years, for many, wage and salary increases have not kept up with inflation, and while that general pattern has improved recently, most workers still have not seen wage increases equal to price increases.', theme='other'), ThemeTag(paragraph='Small businesses are also more vulnerable in an economic slowdown than larger businesses, and I am watching carefully to see how they are dealing with both inflation and higher interest rates.', theme='inflation'), ThemeTag(paragraph='New businesses have also been responsible for a surprising amount of job growth, with an average of one million jobs created each quarter from early 2021 through the end of last year, which is a significantly higher pace than was typical prior to the pandemic.', theme='employment'), ThemeTag(paragraph=""While it may seem hard to believe, many of today's largest businesses began as small businesses. It is entirely possible that the next wealth-creating, world-beating business got its start during the depths of the pandemic."", theme='other')]"
1096,Brief Remarks on the Economy and Monetary Policy,2023-08-05,Governor Michelle W. Bowman,"{'inflation': 0.857, 'employment': 0.143, 'other': 0.0}","[ThemeTag(paragraph=""Before we turn to our conversation, I'll offer a few thoughts on the economy and monetary policy. As you likely know, at our most recent meeting in July, the Federal Open Market Committee (FOMC) raised the target range for the federal funds rate by 25 basis points—to a range of 5-1/4 to 5-1/2 percent—and we continue to reduce the Fed's securities holdings. Since March 2022, the FOMC has been tightening monetary policy as part of our ongoing effort to lower unacceptably high inflation."", theme='inflation'), ThemeTag(paragraph='While this development is a positive sign that monetary policy is contributing to lower inflation, both total and core inflation remain well above our 2 percent target.', theme='inflation'), ThemeTag(paragraph='The demand for workers continues to exceed the supply of available job seekers, adding upward pressure on prices.', theme='employment'), ThemeTag(paragraph=""Given the strong economic data and still elevated inflation, I supported the FOMC's decision in July to further increase the target range for the federal funds rate."", theme='inflation'), ThemeTag(paragraph='The recent lower inflation reading was positive, but I will be looking for consistent evidence that inflation is on a meaningful path down toward our 2 percent goal as I consider further rate increases and how long the federal funds rate will need to remain at a restrictive level.', theme='inflation'), ThemeTag(paragraph='We should remain willing to raise the federal funds rate at a future meeting if the incoming data indicate that progress on inflation has stalled.', theme='inflation'), ThemeTag(paragraph='Returning inflation to our 2 percent goal is necessary to achieve a sustainably strong labor market and economy.', theme='inflation')]"
524,Furthering the Vision of the Fair Housing Act,2023-07-18,Vice Chair for Supervision Michael S. Barr,"{'inflation': 0.0, 'employment': 0.133, 'other': 0.867}","[ThemeTag(paragraph=""As with other aspects of America's journey toward equality, today we can recognize the progress made in fair housing while also acknowledging how much farther we have to go and recommitting ourselves to reaching that destination."", theme='other'), ThemeTag(paragraph='We need to do that because everyone deserves a fair and equal opportunity. And as we saw in the global financial crisis, failure to pay attention to discriminatory and predatory practices can have a devastating effect on our economy.', theme='employment'), ThemeTag(paragraph='Fair lending violations can come in the form of disparate treatment, which is when a lender treats a credit applicant differently on the basis of a prohibited factor, as well as disparate impact, when a lender applies a racially neutral policy or practice that disproportionately excludes or burdens certain persons on a prohibited basis.', theme='other'), ThemeTag(paragraph='Congress provided regulators with supervisory and enforcement tools to help ensure that supervised firms resolve consumer protection weaknesses as well as the more pervasive risk-management issues that often lead to those weaknesses.', theme='other'), ThemeTag(paragraph='If we determine that a bank has engaged in a pattern or practice of discrimination, we refer the matter to the Department of Justice (DOJ). Federal Reserve referrals have resulted in DOJ actions in critical areas, such as redlining and mortgage-pricing discrimination.', theme='other'), ThemeTag(paragraph='Beyond referring matters to the DOJ, we have a broad array of tools to address consumer compliance violations and deficiencies, including supervisory findings and memoranda of understanding that require the bank to take corrective action and remediate consumer harm.', theme='other'), ThemeTag(paragraph=""The digital economy has produced alternative data sources, some of which can provide a window into the creditworthiness of an individual who does not have a standard credit history. And new artificial intelligence techniques such as machine learning have the potential to leverage these data at scale and at low cost to expand credit to people who otherwise can't access it."", theme='other'), ThemeTag(paragraph='For instance, digital redlining in marketing—the use of criteria to exclude majority-minority communities or minority applications—is one risk, and it has already been the subject of several settlements, including one several years ago involving the NFHA and Facebook.', theme='other'), ThemeTag(paragraph='While banks are still in the early days of adopting artificial intelligence and other machine learning technologies, we are working to ensure that our supervision keeps pace. Through our supervisory process, we evaluate whether firms have proper risk management and controls, including with respect to those new technologies.', theme='other'), ThemeTag(paragraph='Following the Fair Housing Act and ECOA, Congress recognized that more needed to be done to address redlining and other systemic inequities in access to credit, investment, and banking services and it passed the Community Reinvestment Act (CRA) in 1977 to do that.', theme='other'), ThemeTag(paragraph='And to that end, let me highlight one way that public interest and trade groups and banks can come together to bring credit to where it counts. Special Purpose Credit Programs (SPCPs) are one method to address discrimination and bias in mortgage credit transactions.', theme='other'), ThemeTag(paragraph=""Let me touch on two recent initiatives we've taken to address appraisal discrimination and bias in housing mortgage credit transactions. On June 1 of this year, several agencies invited public comment on a proposed rule designed to ensure the credibility and integrity of automated valuation models."", theme='other'), ThemeTag(paragraph='Deficient collateral valuations can contain inaccuracies because of errors, omissions, or discrimination that affects the value of the appraisal, and a reconsideration of value may help to properly value the real estate.', theme='other'), ThemeTag(paragraph='In closing, promoting fair and equitable treatment to all consumers is the right thing to do, and this is also just good business. Ensuring that potential borrowers are treated equally can mean developing previously underserved communities, creating more opportunities for lending, and expanding markets which can result in better returns for banks.', theme='employment'), ThemeTag(paragraph='Fair lending is safe and sound lending. By adopting sound credit policies that include fair lending principles and controls on loan officer discretion, and by maintaining strong compliance management practices, banks can help advance a safer and fairer financial system.', theme='other')]"
1127,Big Shocks Travel Fast: Why Policy Lags May Be Shorter Than You Think,2023-07-13,Governor Christopher J. Waller,"{'inflation': 0.4, 'employment': 0.2, 'other': 0.4}","[ThemeTag(paragraph=""Waller argues that the effects of last year's policy tightening have passed through the economy already, and thus, we can't expect much more slowing of demand and inflation from that tightening."", theme='other'), ThemeTag(paragraph=""* Economic activity grew 2% in Q1, with solid growth expected in Q2.\n* The labor market remains very tight, with job growth still above pre-pandemic averages.\n* Core inflation has slowed down, but it's too early to say if this is a sustained trend."", theme='employment'), ThemeTag(paragraph=""* Fighting inflation remains the top priority.\n* Two more 25-basis-point hikes in the target range are necessary over the next four meetings to keep inflation moving toward the FOMC's 2% target.\n* Policy needs to remain restrictive for some time to bring inflation down."", theme='inflation'), ThemeTag(paragraph='* The banking sector is sound and resilient, despite some deposit outflows earlier this year.\n* Credit growth has slowed down due to monetary policy tightening, but this is in line with expectations.', theme='other'), ThemeTag(paragraph=""Overall, Waller's speech provides a detailed analysis of the US economy and the implications for monetary policy. He emphasizes the need for continued policy tightening to bring inflation back to target and believes that two more rate hikes are necessary over the next four meetings."", theme='inflation')]"
1044,Financial Stability and Economic Developments,2023-06-29,Chair Jerome H. Powell,"{'inflation': 0.056, 'employment': 0.333, 'other': 0.611}","[ThemeTag(paragraph='Today I will briefly discuss the current economic situation and the stresses that emerged in the U.S. banking system earlier this year.', theme='other'), ThemeTag(paragraph='U.S. economic growth slowed significantly last year, and recent indicators suggest that economic activity has continued to expand at a modest pace.', theme='employment'), ThemeTag(paragraph='The labor market remains very tight.', theme='employment'), ThemeTag(paragraph='Inflation, however, remains well above our longer-run goal of 2 percent.', theme='inflation'), ThemeTag(paragraph='Since early last year, we have raised our policy rate by 5 percentage points.', theme='other'), ThemeTag(paragraph='The economy is also facing headwinds from tighter credit conditions for households and businesses, which are likely to weigh on economic activity, hiring, and inflation.', theme='employment'), ThemeTag(paragraph='At our last meeting, the Federal Open Market Committee (FOMC) decided to maintain the target range for the federal funds rate at 5 to 5-1/4 percent while continuing the process of significantly reducing our securities holdings.', theme='other'), ThemeTag(paragraph='When bank stress emerged in March, we acted in concert with other government agencies to address it, enabling the Federal Deposit Insurance Corporation to resolve two failed banks in a manner that protected all depositors.', theme='other'), ThemeTag(paragraph='Evolution of the System since the Great Recession', theme='other'), ThemeTag(paragraph='A key pillar was building resilience in the banking system. This effort was remarkably successful.', theme='employment'), ThemeTag(paragraph='In 2020 the financial system was again tested, facing a truly unprecedented shock as the pandemic brought the global economy to a standstill.', theme='other'), ThemeTag(paragraph='We cannot take the resilience of the financial system for granted, however.', theme='other'), ThemeTag(paragraph='Three General Observations Stemming from the Recent Banking Turmoil', theme='other'), ThemeTag(paragraph='The first observation is that it is very difficult to resist the natural human tendency to fight the last war.', theme='other'), ThemeTag(paragraph='These events suggest a need to strengthen our supervision and regulation of institutions of the size of SVB.', theme='employment'), ThemeTag(paragraph='The second observation is the value of forthrightly recognizing when a crisis is building and responding decisively.', theme='other'), ThemeTag(paragraph='The third observation is the value of having the very largest banks be highly resilient.', theme='employment'), ThemeTag(paragraph='Conclusion', theme='other')]"
38,Responsive and Responsible Bank Regulation and Supervision,2023-06-25,Governor Michelle W. Bowman,"{'inflation': 0.222, 'employment': 0.0, 'other': 0.778}","[ThemeTag(paragraph='The speaker emphasizes the importance of being cautious about unintended consequences when making regulatory changes.', theme='other'), ThemeTag(paragraph='The speaker advocates for tailoring regulations to the specific needs and risks of banks, rather than applying one-size-fits-all standards.', theme='other'), ThemeTag(paragraph='The speaker suggests that risk-sensitive regulatory expectations are essential for promoting a safe and sound banking system.', theme='other'), ThemeTag(paragraph='The speaker calls for preserving a dynamic banking sector with banks of all sizes serving the needs of their unique customers.', theme='other'), ThemeTag(paragraph='The speaker emphasizes the importance of healthy public debate about regulatory changes, taking into account unintended consequences.', theme='other'), ThemeTag(paragraph='The speaker mentions recent bank failures and the need for independent reviews to identify causes and corrective measures.', theme='inflation'), ThemeTag(paragraph='The speaker suggests that regulatory reforms should be informed by impartial and independent reviews of what led to the failures.', theme='inflation'), ThemeTag(paragraph='The speaker reaffirms the commitment to Basel III standards, which were adopted in 2010.', theme='other'), ThemeTag(paragraph='Overall, the speech emphasizes the importance of caution, tailoring regulations, risk sensitivity, and public debate when making regulatory changes to promote a safe and sound banking system.', theme='other')]"
259,Opening Remarks,2023-06-22,Governor Michelle W. Bowman,"{'inflation': 0.5, 'employment': 0.2, 'other': 0.3}","[ThemeTag(paragraph=""I find that I learn the most valuable information about economic conditions from those who are actually on the ground and working directly in the economy, so I am really looking forward to hearing from today's panelists to learn from their experiences and perspectives."", theme='other'), ThemeTag(paragraph='After the initial phases of the pandemic and the lockdowns and forced closures of most businesses, we saw strengthening economic activity accompanied by unacceptably high and persistent inflation. Over the past several years, as economic activity has continued to normalize, one consistent strength has been the resilience of the labor market.', theme='inflation'), ThemeTag(paragraph='On the other side of our mandate, price stability, the U.S. economy experienced the most significant inflation in 40 years, reaching a peak of over 9 percent last year.', theme='inflation'), ThemeTag(paragraph='Recent research has argued that pandemic-related supply and demand factors, in addition to unusually expansionary fiscal policy, contributed to high inflation. And global and U.S. supply chain disruptions and shipping and logistics challenges drove up prices for a number of goods.', theme='inflation'), ThemeTag(paragraph='But while headline inflation has declined substantially, it remains far too high. Therefore, I believe there is more work to do to bring inflation down.', theme='inflation'), ThemeTag(paragraph=""I supported the FOMC's decision last week to hold the federal funds rate target range steady and to continue to reduce the Fed's securities holdings; however, I believe that additional policy rate increases will be necessary to bring inflation down over time."", theme='inflation'), ThemeTag(paragraph='One of the most dramatic changes in the economy since the pandemic has been a sustained increase in the creation of new businesses, most of them small. Small businesses were severely tested during the pandemic, and many stayed in business with substantial help from the Paycheck Protection Program.', theme='other'), ThemeTag(paragraph=""Another topic on tomorrow's agenda is workforce development. Traditionally, businesses and educational institutions partner to identify skills and develop training programs for the skills needed in the workforce."", theme='employment'), ThemeTag(paragraph='Throughout the various stages of the economic recovery, due to the limited numbers of skilled job seekers, businesses reported a willingness to invest in providing required worker training.', theme='employment'), ThemeTag(paragraph='Hearing this perspective is why the Federal Reserve Board started Fed Listens in 2019. While economic data can tell us a lot, learning about the experiences behind the data helps bring the economic data to life for me and for my colleagues.', theme='other')]"
605,Brief Remarks,2023-05-31,Governor Michelle W. Bowman,"{'inflation': 0.2, 'employment': 0.2, 'other': 0.6}","[ThemeTag(paragraph='It is very good to be here, and to be part of this Fed Listens event and discussion about the effects of the pandemic experience on the U.S. economy, highlighting challenges in the labor and housing markets.', theme='other'), ThemeTag(paragraph='While there are many ways to think about the impact of these effects, I find it helpful to consider both the cyclical or temporary factors and those that are structural and longer term.', theme='other'), ThemeTag(paragraph=""Today's agenda includes the employment recovery following the high unemployment during the spring of 2020 leading to the current tight labor market."", theme='employment'), ThemeTag(paragraph=""Today's labor market strength reflects policy decisions taken in light of the pandemic experience, including the widespread lockdowns, reliance upon remote work, and other factors that may have structurally altered the labor market."", theme='employment'), ThemeTag(paragraph=""I also look forward to learning from the perspectives of today's participants from around New England about the issues that will be discussed today."", theme='other'), ThemeTag(paragraph='In 2019, the Board launched Fed Listens with a year of listening sessions with the public focused on monetary policy and, specifically, on how the Federal Open Market Committee uses interest rates and other tools to promote a healthy economy.', theme='other'), ThemeTag(paragraph='Since the pandemic, and with the onset of high inflation, we have seen shifts in the availability of affordable housing and in the housing market more generally.', theme='inflation'), ThemeTag(paragraph='In the near term, higher interest rates intended to lower inflation work most directly in the housing market.', theme='inflation'), ThemeTag(paragraph='The pandemic abruptly changed the lives of most Americans and their families, and it fed a surge of demand for those who sought larger homes.', theme='other'), ThemeTag(paragraph='Thank you again, President Collins, for hosting this Fed Listens event and for the opportunity to be part of this discussion.', theme='other')]"
402,Financial Stability and the U.S. Economy,2023-05-31,Governor Philip N. Jefferson,"{'inflation': 0.143, 'employment': 0.143, 'other': 0.714}","[ThemeTag(paragraph='Good afternoon, everyone. It is a pleasure to be here and share my perspective on some key challenges policymakers currently face.', theme='other'), ThemeTag(paragraph='This conference is timely and relevant. Among the topics covered are current financial stability risks and vulnerabilities, potential developments in banking supervision and regulation, and operational risk and resilience under evolving technologies.', theme='other'), ThemeTag(paragraph=""Today, I would like to share with you, at a high level, some of the Federal Reserve's recent and ongoing initiatives on a few of these issues. I also want to share with you an overview of the Federal Reserve's approach toward financial stability and my thoughts on interactions between the economic outlook and financial stability."", theme='other'), ThemeTag(paragraph='A stable financial system is resilient even in the face of sharp downturns or stress events. It provides households and businesses with the financing they need to participate and thrive in a well-functioning economy.', theme='inflation'), ThemeTag(paragraph=""Financial and nonfinancial institutions and households are linked through a web of relationships. The economic activities of households and businesses depend on the strength of financial institutions' balance sheets, as households and businesses obtain funding through the financial sector."", theme='other'), ThemeTag(paragraph='The Federal Reserve monitors and assesses potential vulnerabilities that may develop because of interactions among key participants. We do that by focusing on the safety and soundness of individual supervised institutions and by looking across the entire financial and nonfinancial system for potential risks and vulnerabilities.', theme='other'), ThemeTag(paragraph='The recent banking stress events remind us that risks and vulnerabilities in financial markets are continuously changing. That is why the staff at the Federal Reserve is constantly monitoring domestic and foreign financial markets and institutions, as well as the financial condition of households and businesses, with the goal of identifying current and future vulnerabilities.', theme='other'), ThemeTag(paragraph='U.S. financial markets and institutions remain resilient even though financial stability risks and vulnerabilities in the U.S. financial system have increased since the recent stress events.', theme='employment'), ThemeTag(paragraph='I expect spending and economic growth to remain quite slow over the rest of 2023, due to tight financial conditions, low consumer sentiment, heightened uncertainty, and a decline in household savings that had built up after the onset of the pandemic.', theme='inflation'), ThemeTag(paragraph='Inflation has come down substantially since last summer, but it is still too high, and by some measures progress has been decelerating recently, particularly in the core services sector.', theme='inflation'), ThemeTag(paragraph='Short-term interest rates are 5 percentage points higher than they were a little over a year ago. History shows that monetary policy works with long and variable lags, and that a year is not a long enough period for demand to feel the full effect of higher interest rates.', theme='other'), ThemeTag(paragraph='While my base case forecast for the U.S. economy is not a recession, higher interest rates and lower earnings could test the ability of businesses to service debt.', theme='employment'), ThemeTag(paragraph='The recent banking stress events will lead banks to tighten credit standards further, but the amount of tightening and the magnitude of the effect such tightening might have on the U.S. economy is not yet clear.', theme='other'), ThemeTag(paragraph='Current financial stability risks and vulnerabilities as well as historical parallels will be discussed during the first session this afternoon.', theme='other'), ThemeTag(paragraph='The failure of a large banking organization, even if not deemed individually systemically important under our regulations, can cause markets to reassess the condition of other firms with roughly similar size and risk profiles, and the resulting spillovers can generate significant negative consequences for the broader economy.', theme='other'), ThemeTag(paragraph='Conditions in the banking sector have stabilized thanks, in part, to decisive emergency actions taken in March by the Federal Reserve, the Federal Deposit Insurance Corporation, and the Treasury.', theme='employment'), ThemeTag(paragraph='The current resilience of the financial sector points to substantially more limited spillovers from recent events. The failures of Silicon Valley Bank, Signature Bank, and First Republic Bank showed excessive reliance at those institutions on uninsured deposits and excessive exposure to interest rate risk.', theme='other'), ThemeTag(paragraph='Three areas of potential concern have been the focus of our supervisory and regulatory work. First, recent stresses highlighted the importance of effective liquidity and interest rate risk management, including both reliance on uninsured deposits and exposure to duration risk in asset holdings.', theme='other'), ThemeTag(paragraph='Later in the afternoon, during the second session of the conference, you will be discussing a few key ongoing regulatory capital initiatives, focusing on the completion of the Basel III reforms.', theme='other'), ThemeTag(paragraph='As we speak, the staffs of the U.S. federal banking agencies are diligently working on a Basel III endgame proposal that should be issued for public comment soon.', theme='other'), ThemeTag(paragraph='Based on this brief overview of the issues, this afternoon promises to be invigorating and informative.', theme='other')]"
318,"Hike, Skip, or Pause?",2023-05-24,Governor Christopher J. Waller,"{'inflation': 0.333, 'employment': 0.222, 'other': 0.444}","[ThemeTag(paragraph=""May 24, 2023\n\nGovernor Christopher J. Waller\n\nAt the 2023 Santa Barbara County Economic Summit, University of California, Santa Barbara Economic Forecast Project, Santa Barbara, California (via webcast)\n\nThank you, Peter, and thank you for the opportunity to speak to you today. I confess I am not an expert on Santa Barbara County's diverse economy, beyond my abiding interest in the excellent wines you produce. But you will hear more about the regional outlook from the other two speakers and so I'll focus my remarks on a broader perspective of the U.S. economy and how the data is shaping my policy views.1 Let me cut to the chase—in my view, data since the last meeting of the Federal Open Market Committee (FOMC) has not provided sufficient clarity as to what we should do with our policy rate at the next meeting. We still have some major data releases coming up in the next three weeks and I'll also be learning more about evolving credit conditions, both factors which will inform me on the best course of action. Between now and then, we need to maintain flexibility on the best decision to take in June."", theme='other'), ThemeTag(paragraph=""Starting with the economy, activity has slowed from its pace in the latter half of last year. Real gross domestic product (GDP) is estimated to have grown at a modest rate last quarter, and different data available for the current quarter could be interpreted as suggesting growth is slowing or even accelerating a bit. Real GDP grew at an annual rate of 1.1 percent in the first three months of the year. The consensus of private sector forecasts tracked by the Blue Chip survey is for annualized growth of only a tenth of a percent or two above zero this quarter. By contrast, the Atlanta Fed's GDPNow projection, based on a range of data, is for a 2.9 percent growth rate. Retail sales and industrial production rose in April, though those gains followed two months of declining or flat readings. At the same time, April was the second month non-manufacturing businesses expanded modestly, according to respondents of the Institute for Supply Management survey."", theme='inflation'), ThemeTag(paragraph='Despite this slowing in activity from last year, we have a very tight labor market and high inflation. We also are at a period of higher-than-usual uncertainty about how credit conditions are evolving in response to the recent bank failures and stress among some other mid-size banks. Let me talk about each of these three key issues and then conclude with how I see these factors playing into my June policy decision.', theme='other'), ThemeTag(paragraph='A Very Tight Labor Market\n\nThe employment report for April showed solid job growth, but previous months were revised downward by a significant amount. The unemployment rate fell slightly to 3.4 percent, reaching its low in recent years, which is the lowest since 1969. The labor force participation rate held steady in April after several months of increases. Average hourly earnings rose at their fastest pace this year, and, over the past 12 months, were up 4.4 percent, slightly higher than the yearly pace in March. These data suggest the labor market is still powering forward.', theme='employment'), ThemeTag(paragraph='However, there are some other signs that the labor market may be cooling. Temporary-help employment fell for the third straight month and is considerably down from last year. Some see this category as a leading indicator for overall employment, meaning we may see some softening in labor demand going forward.', theme='employment'), ThemeTag(paragraph=""As I have argued in other speeches, a loosening labor market, to help our fight against inflation, doesn't have to mean a recession or big job losses.2 But we do need to see more loosening than we have seen to help take the heat off the inflation rate."", theme='other'), ThemeTag(paragraph=""Inflation Is Stubbornly High \n\nLet's talk about where we are on inflation. The latest consumer price index (CPI) report showed that headline inflation fell from 5 percent to 4.9 percent, but is still above the Fed's 2% target."", theme='inflation'), ThemeTag(paragraph='There is a lot of discussion about the next step for policy. There are three options: hike, skip, or pause. Let me outline reasons why each of these options may be appropriate.', theme='other'), ThemeTag(paragraph='Fighting inflation continues to be my priority. We worked very hard over the past year to quickly raise the target range for the federal funds rate from near zero to about 5 percent. While we are seeing some tentative signs of cooling in the labor market, I am determined to continue to use our policy tools as needed to appropriately bring inflation down to 2 percent.', theme='inflation')]"
10,Considerations for Revisions to the Bank Regulatory Framework,2023-05-19,Governor Michelle W. Bowman,"{'inflation': 0.0, 'employment': 0.273, 'other': 0.727}","[ThemeTag(paragraph='This speech appears to be a comprehensive analysis of the recent bank failures in the US, particularly Silicon Valley Bank and Signature Bank, by Michelle W. Bowman, Governor of the Federal Reserve System. Here are some key points summarized:', theme='other'), ThemeTag(paragraph='**Bank Failures**: The speaker discusses the recent failures of SVB and Signature Bank, highlighting that these events were not entirely unexpected.', theme='other'), ThemeTag(paragraph='**Tailoring Regulations**: Bowman emphasizes the importance of tailoring regulations to align with risk levels, noting that this approach has been effective in maintaining a strong banking system.', theme='employment'), ThemeTag(paragraph='**Identifying Root Causes**: She calls for a deeper understanding of the root causes of these failures, particularly concentration risks, liquidity risks, and interest rate risks. An external review by an independent third party is proposed to supplement internal reviews.', theme='other'), ThemeTag(paragraph='**Maintaining Diversification**: Bowman stresses that a diverse range of banks should be preserved, as this promotes competition and supports businesses and communities across America.', theme='employment'), ThemeTag(paragraph='**Concerns about Fundamental Reform**: The speaker expresses concerns about calls for radical reform of the banking regulatory framework, suggesting this could lead to fewer banks serving fewer customers, particularly those at the lower end of the economic spectrum.', theme='other'), ThemeTag(paragraph='**Recommendations**:', theme='other'), ThemeTag(paragraph='1. **External Review**: Engage an independent third party to prepare a report on the failures of SVB and Signature Bank.', theme='other'), ThemeTag(paragraph='2. **Identify Critical Issues**: Improve identification of critical issues and expedite remediation.', theme='employment'), ThemeTag(paragraph='3. **Consider Targeted Adjustments**: Examine potential targeted adjustments to banking regulation.', theme='other'), ThemeTag(paragraph=""Overall, Michelle W. Bowman's speech emphasizes the need for a deep understanding of the root causes of recent bank failures, the importance of maintaining a diverse banking sector, and caution against radical reforms that could harm the broader economy."", theme='other')]"
803,The U.S. Economic Outlook and Considerations for Monetary Policy,2023-05-18,Governor Philip N. Jefferson,"{'inflation': 0.4, 'employment': 0.3, 'other': 0.3}","[ThemeTag(paragraph='The economy created 253,000 jobs in April and the unemployment rate was 3.4 percent, the lowest since 1969.', theme='employment'), ThemeTag(paragraph='Wage growth has continued to run ahead of the pace consistent with 2 percent inflation and current trends in productivity growth.', theme='inflation'), ThemeTag(paragraph='My expectation is that the slowing economy will soon begin to reduce job growth, with labor supply and labor demand coming into better balance.', theme='employment'), ThemeTag(paragraph='Now let me turn to the outlook for inflation. While inflation has come down substantially since last summer, it is still too high, and by some measures progress has been slowing.', theme='inflation'), ThemeTag(paragraph='Core PCE inflation was 4.6 percent in March, down from a peak of 5.4 percent in February 2022.', theme='inflation'), ThemeTag(paragraph='Recent Stress in the Banking Sector Overall, the U.S. banking system is sound and resilient,', theme='other'), ThemeTag(paragraph='The Insurance Industry Resiliency Given your gathering here today, I would be remiss if I did not say a word or two about the insurance industry before closing.', theme='other'), ThemeTag(paragraph='Considerations for Monetary Policy So what factors will I consider in the coming weeks as I contemplate the appropriate stance of monetary policy going forward?', theme='other'), ThemeTag(paragraph='I am guided by the dual mandate assigned to the Federal Reserve by the U.S. Congress: price stability and maximum employment.', theme='employment'), ThemeTag(paragraph='On the one hand, inflation is too high, and we have not yet made sufficient progress on reducing it.', theme='inflation')]"
